Coll. No.,Family,Scientific Name,Common Name,Locality and habitat description,Habit,GPSN,GPSE,Altitude,Date,Collector,Identifier,Note
3173,薔薇科 (Rosaceae),Rubus liui Yuen P.Yang & S.Y.Lu,柳氏懸鉤子,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3174,蹄蓋蕨科 (Athyriaceae),Athyrium cryptogrammoides Hayata,合歡山蹄蓋蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3175,鱗毛蕨科 (Dryopteridaceae),Polystichum nepalense (Spreng.) C.Chr.,軟骨耳蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3176,玄參科 (Scorphulariaceae),Scrophularia yoshimurae T.Yamaz.,雙鋸齒玄參,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3177,鼠李科 (Rhamnaceae),Rhamnus chingshuiensis var. tashanensis Y.C.Liu & C.M.Wang,塔山鼠李,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3178,鱗毛蕨科 (Dryopteridaceae),Dryopteris costalisora Tagawa,能高鱗毛蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3179,薔薇科 (Rosaceae),Cantoneaster,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3180,茜草科 (Rubiaceae),Galium,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3181,禾本科 (Poaceae),,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3182,百合科 (Liliaceae s. l.),Paris polyphylla var. stenophylla Franch.,狹葉七葉一枝花,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3183,石竹科 (Caryophyllaceae),Stellaria monosperma,單子繁縷,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3184,百合科 (Liliaceae s. l.),Maianthemum harae Y.H.Tseng & C.T.Chao,原氏鹿藥,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3185,鱗毛蕨科 (Dryopteridaceae),Dryopteris integriloba C.Chr.,半育鱗毛蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3186,燈心草科 (Juncaceae),Luzula effusa Buchenau,中國地楊梅,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3187,蹄蓋蕨科 (Athyriaceae),Deparia jiulungensis (Ching) Z.R.Wang,亞蹄蓋蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3188,蹄蓋蕨科 (Athyriaceae),Athyrium tozanense (Hayata) Hayata,蓬萊蹄蓋蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3189,玄參科 (Scorphulariaceae),Veronica morrisonicola Hayata,玉山水苦蕒,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3190,莎草科 (Cyperaceae),Trichophorum subcapitatum (Thwaites & Hook.) D.A.Simpson,玉山針藺,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3191,莎草科 (Cyperaceae),Carex sp.,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3192,景天科 (Crassulaceae),Sedum sp.,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3193,柳葉菜科 (Onagraceae),Circaea alpina subsp. imaicola (Asch. & Magnus) Kitam.,高山露珠草,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3194,唇形科 (Labiatae),Rubiteucris palmata (Benth. ex Hook. f.) Kudô,掌葉野藿香,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3195,毛茛科 (Ranunculaceae),Aconitum fukutomei Hayata,臺灣烏頭,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3196,菊科 (Compositae),Nemosenecio formosanus (Kitam.) B. Nord.,臺灣劉寄奴,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3197,毛茛科 (Ranunculaceae),Clematis tsugetorum Ohwi,高山鐵線蓮,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3198,菊科 (Compositae),Ligularia kojimae Kitam.,高山橐吾,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3199,毛茛科 (Ranunculaceae),Calathodes polycarpa Ohwi,多果雞爪草,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3200,衛矛科 (Celastraceae),Euonymus huangii H.Y.Liu & Yuen P.Yang,黃氏衛矛,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3201,薔薇科 (Rosaceae),Cotoneaster bullatus Bois,泡葉栒子,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3202,鱗毛蕨科 (Dryopteridaceae),Lindsaea orbiculata (Lam.) Mett. ex Kuhn,魚鱗蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3203,柳葉菜科 (Onagraceae),Epilobium,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3204,鱗毛蕨科 (Dryopteridaceae),Dryopteris transmorrisonensis (Hayata) Hayata,玉山擬鱗毛蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3205,碗蕨科 (Dennstaedtiaceae),,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3206,薔薇科 (Rosaceae),Cotoneaster konishii Hayata,臺灣舖地蜈蚣,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3207,蹄蓋蕨科 (Athyriaceae),Athyrium,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3208,蹄蓋蕨科 (Athyriaceae),Cystopteris moupinensis Franch.,寬葉冷蕨,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3209,菊科 (Compositae),Ainsliaea latifolia subsp. henryi,臺灣鬼督郵,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3210,毛茛科 (Ranunculaceae),Thalictrum,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3211,鱗毛蕨科 (Dryopteridaceae),Dryopteris,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3212,菊科 (Compositae),Artemisia somai Hayata,相馬氏艾,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3213,菊科 (Compositae),Artemisia somai Hayata,相馬氏艾,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3214,百合科 (Liliaceae s. l.),Ophiopogon intermedius D.Don,間型沿階草,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3215,百合科 (Liliaceae s. l.),Maianthemum harae Y.H.Tseng & C.T.Chao,原氏鹿藥,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3216,百合科 (Liliaceae s. l.),Maianthemum harae Y.H.Tseng & C.T.Chao,原氏鹿藥,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3217,,Symplocos migoi Nagam.,擬日本灰木,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3218,,Asparagus cochinchinensis (Lour.) Merr.,天門冬,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3219,,,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3220,,,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 能高越嶺古道 (Nenggao Cross-ridge Historic trail)",,,,,6 Aug. 2013,趙建棣 (C. T. Chao) accompanied with 吳佾鴻 (Y. H. Wu) and 王建皓 (C. H. Wang),,
3221,百合科 (Liliaceae s. l.),Ophiopogon sp. ,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 畢祿山",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3222,百合科 (Liliaceae s. l.),Liriope,,"台中市 (Taichung city), 和平區 (Hoping disc.), 谷關 (Kukuang)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3223,Asparagaceae,Liriope,,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 氣象站 (Weather station)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3224,Asparagaceae,Dracaena angustifolia,番仔林投,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3225,Asparagaceae,Ophiopogon sp. ,,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 青青草原 (Chingchingtsaoyuan, a meadow)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3226,Plumbaginacaee,Limonium tetragonum (Thunb.) A.Loscos & J.Pardo,藍花磯松,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 青青草原 (Chingchingtsaoyuan, a meadow)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3227,Compositae,Crepidiastrum lanceolatum Nakai,細葉假黃鵪菜,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3228,Asparagaceae,Liriope,,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3229,Podocarpaceae,Decussocarpus costalis,蘭嶼羅漢松,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3230,Cyperaceae,Scleria scrobiculata Nees & Meyen,輪葉珍珠茅,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3231,Apocynaceaea,Trachelospermum lanyuense C.E. Chang,蘭嶼絡石,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3232,Connaraceae,Santaloides minor (Gaertn.) G.Schellenb.,牛栓藤,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3233,Piperaceae,Piper kwashoense Hayata,菲律賓胡椒,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3234,Rubiaceae,Psychorchia manillensis,琉球九節木,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3235,Leeaceae,Leea philippinensis Merr.,菲律賓火筒樹,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 小天池 (Hsiaotienchih, a lake)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3236,Malvaceae,Abutilon alba,白莔麻,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 青青草原 (Chingchingtsaoyuan, a meadow)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3237,Rubiaceae,Hedyotis sp.,,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 青青草原 (Chingchingtsaoyuan, a meadow)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3238,Poaceae,Capillipedium kwashotensis (Hayata) C.C. Hsu,綠島細柄草,"台東縣 (Taitung county), 蘭嶼鄉 (Lanyu township), 氣象站 (Weather station)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3239,Cyperaceae,Cyperus javanicus,爪哇磚子苗,"屏東縣 (Pingtung county), 恆春鎮 (Hengchun town), 後壁湖漁港 (Houpihu harbor)",,,,,26 Aug. 2013,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 江鴻猷 (H. Y. Chiang), 王建皓 (C. H. Wang), 戴緯昱 (W. Y. Tai)",,
3240,Commelinaceae,Commelina sp.,,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3241,Poaceae,,,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3242,Fabaceae,Glycine tabacina (Labill.) Benth.,澎湖大豆,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3243,Compositae,Artemisia capillaris Thunb.,茵陳蒿,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3244,Asparagaceae,Barnardia japonica (Thunb.) Schult. & Schult.f.,綿棗兒,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3245,Rosaceae,Rosa bracteata J.C.Wendl.,琉球野薔薇,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3246,Cyperaceae,Fimbristylis sp.,,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3247,Cyperaceae,Cyperus sp.,,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3248,Theaceae,Eurya emarginata (Thunb.) Makino,濱柃木,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3249,Asparagaceae,Asparagus,天門冬,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
3250,Compositae,Artemisia,,"連江縣 (Lienchiang county), 東引鄉 (Tungin township)",,,,,5 Sep. 2013,"趙建棣 (C. T. Chao) accompanied with 曾喜育 (H. Y. Tzeng), 朱恩良 (E. L. Chu), 陳玟璇 (W. H. Chen)",,
