Coll. No.,Family,Scientific Name,Common Name,Locality and habitat description,Habit,GPSN,GPSE,Altitude,Date,Collector,Identifier,Note
3778,Athyraceae,Athyrium sp.,,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3779,Poaceae,Yushania niitakayamensis,玉山箭竹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3780,Cyperaceae,Carex lui,劉氏薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3781,Cyperaceae,Carex oxyandra,球穗薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3782,Cyperaceae,Carex nubigena,聚生穗序薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3783,Cyperaceae,Carex brachyathera,垂穗薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3784,Cyperaceae,Carex lui,劉氏薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3785,Cyperaceae,Carex rochebrunii,高山穗序薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan), 翠池 (Tseuichi, a pond)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3786,Cyperaceae,Carex atrata,南湖扁果薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan), 翠池 (Tseuichi, a pond)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3787,Cyperaceae,Carex oxyandra,球穗薹,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan), 翠池 (Tseuichi, a pond)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3788,Asparagaceae,Maianthemum formosanum,台灣鹿藥,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan), 翠池 (Tseuichi, a pond)",flowering,,,,7 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 江佳穎 (J. Y Jiang), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu), 曾勝華 (S. H. Tseng)",,
3789,Celastraceae,Perrotettia arisanensis,佩羅特木," 嘉義縣 (Chiayi county), 阿里山鄉 (Alishan township), 水漾森林 (Shueiyangsenlin, a lake)",fruiting,,,,12 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. Y Chen), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3790,Cyperaceae,Carex transalpina,大武宿柱薹," 嘉義縣 (Chiayi county), 阿里山鄉 (Alishan township), 水漾森林 (Shueiyangsenlin, a lake)",fruiting,,,,12 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. Y Chen), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3791,Cyperaceae,Carex alopecuroides,川上氏薹," 嘉義縣 (Chiayi county), 阿里山鄉 (Alishan township), 水漾森林 (Shueiyangsenlin, a lake)",fruiting,,,,12 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. Y Chen), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3792,Cyperaceae,Carex sp.,," 嘉義縣 (Chiayi county), 阿里山鄉 (Alishan township), 水漾森林 (Shueiyangsenlin, a lake)",fruiting,,,,12 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. Y Chen), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3793,Sabiaceae,Meliosma callicarpifolia,紫珠葉泡花樹,"台中市 (Taichung city), 和平區 (Hoping district), 大雪山200林道 (logging trail no. 200 of Tahsuehshan)",,,,,19 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 張之毅 (C. I Chang)",,
3794,Ericaceae,Vaccinium sp.,,,,,,,24 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 曾彥學 (Y. H. Tseng), 曾喜育 (H. Y. Tzeng), 吳佾鴻 (Y. H. Wu)",,
3795,Euphorbiaceae,Vernicia cordata (Thunb.) Airy Shaw,日本油桐,,,,,,24 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 曾彥學 (Y. H. Tseng), 曾喜育 (H. Y. Tzeng), 吳佾鴻 (Y. H. Wu)",,
3796,Fagaceae,Pasania sp.,,,,,,,24 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 曾彥學 (Y. H. Tseng), 曾喜育 (H. Y. Tzeng), 吳佾鴻 (Y. H. Wu)",,
3797,Asparagaceae,Chionographis koidzumiana,,,,,,,24 Jun. 2015,"趙建棣 (C. T. Chao) accompanied with 曾彥學 (Y. H. Tseng), 曾喜育 (H. Y. Tzeng), 吳佾鴻 (Y. H. Wu)",,
3798,Asparagaceae,Ophiopogon,,"台中市 (Taichung city), 和平區 (Hoping district), 大雪山200林道 (logging trail no. 200 of Tahsuehshan)",,,,,18 Jul. 2015,趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin),,
3799,Petrosaviaceae,Petrosavia sakuraii (Makino) J.J.Sm. ex Steenis,櫻井草,"台中市 (Taichung city), 和平區 (Hoping district), 大雪山200林道 (logging trail no. 200 of Tahsuehshan)",,,,,18 Jul. 2015,趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin),,
3800,Asparagaceae,Ophiopogon,,"台中市 (Taichung city), 和平區 (Hoping Disc.), 沙蓮溪 (Shalienhsi, a brook)",,,,,26 Jul. 2015,趙建棣 (C. T. Chao),,
3801,Asparagaceae,Liriope,,"新北市 (New Taipei City), 金山區 (Jinshan district), 鼻頭角 (Pitouchiao)",,,,,,陳觀斌 (K. P. Chen) 贈,,
3802,Melanthiaceae,Veratrum formosanum,台灣藜蘆,"台中市 (Taichung city), 和平區 (Hoping Disc.), 雪山 (Hsuehshan)",,,,,6 Aug. 2015,王偉 (W. Wang) 贈,,
3803,Urticaceae,Parietaria micrantha,牆草,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3804,Araliaceae,Sinopanax formosana,華參,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3805,Compositae,Eupatorium cannabinum var. gracilimum,塔山澤蘭,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3806,Saxifragaceae,Deutzia taiwanensis (Maxim.) C.K.Schneid.,台灣溲疏,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",fruiting,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3807,Cyperaceae,Carex brunnea Thunb.,束草,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",fruiting,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3808,Caprifoliaceae,"Viburnum arboricolum Hayata, 1914",著生珊瑚樹,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering and fruiting,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3809,Lauraceae,Litsea morrisonensis Hayata,玉山木薑子,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flower bud,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3810,Nartheciaceae,Aletris formosana (Hayata) Makino & Nemoto,台灣粉條兒菜,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",fruiting,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3811,Oleaceae,Maclura cochinchinensis (Lour.) Corner,刺格,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3812,Osmundaceae,Osmunda claytoniana L.,絨假紫萁,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail), 七彩湖畔 (on the edge of the Chitsai Lake)",sporing,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3813,Lycopodiaceae,Lycipodia sp.,,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail), 七彩湖畔 (on the edge of the Chitsai Lake)",sporing,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3814,Rosaceae,Spiraea tatakaensis I.S.Chen,塔塔加繡線菊,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",fruiting,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3815,Labiatae,Comanthosphace formosana Ohwi,台灣白木草,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3816,Labiatae,,,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,4 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3817,Pteridaceae,Aleuritopteris krameri (Franch. & Sav.) Ching,粉背蕨,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",sporing,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3818,Pteridaceae,Aleuritopteris argentea (S.G.Gmel.) Fée,長柄粉背蕨,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",sporing,,,,3 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3819,Caryophyllaceae,Silene fissipetala var. bilobata,二裂蠅子草,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,5 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3820,Guttiferae,Hypericum geminiflorum var. simplicistylum N.Robson,小雙花金絲桃,"南投縣 (Nantou county), 信義鄉 (Hsinyi township), 丹大林道 (Tanta forest trail)",flowering,,,,5 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 周柏安 (P. A. Chou)",,
3821,Rosaceae,Rubus hui Diels ex Hu,胡氏懸鉤子,"桃園市 (Taoyuan city), 蘆竹區 (Luchu district), 大古山 (Takushan, a hill)",flower bud,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3822,Leguminosae,Zornia diphylla Pers.,丁葵草,"金門縣 (Kinmen county), 金湖鄉 (Chinhu township), 太湖 (Taihu, a lake), 太湖九曲橋對面 (across the Taihuchiouchushiao, a bridge)",flowering and fruiting,,,,29 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 戴瑋昱 (W. Y. Tai), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3823,Poaceae,Themeda caudata (Nees) A. Camus,苞子草,"金門縣 (Kinmen county), 金沙鎮 (Chinsha town), 菜厝古道 (Tsaitsuo ancient trail)",flowering,,,,26 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 戴瑋昱 (W. Y. Tai), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3824,Asparagaceae,Liriope spicata,麥門冬,"金門縣 (Kinmen county), 金沙鎮 (Chinsha town), 菜厝古道 (Tsaitsuo ancient trail)",,,,,26 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 戴瑋昱 (W. Y. Tai), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3825,Asparagaceae,Thysanotus chinensis,異蕊草,"金門縣 (Kinmen county), 東店 (Tungtien)",,,,,29 Aug. 2015,"趙建棣 (C. T. Chao) accompanied with 戴瑋昱 (W. Y. Tai), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)",,
3826,Asparagaceae,Barnardia japonica,綿棗兒,"桃園市 (Taoyuan city), 蘆竹區 (Luchu district), 大古山 (Takushan, a hill)",flowering,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3827,Asparagaceae,Heteropolygonatum altelobatum,台灣黃精,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",fruiting,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3828,Smilacaceae,Smilax discotis var. concolor,宜蘭菝葜,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3829,Asparagaceae,Liriope spicata,麥門冬,龍洞,flowering,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3830,Asparagaceae,Ophiopogon sp.,,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 鳶峰 (Yuanfeng)",fruiting,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3831,Hymenophyllaceae,Hymenophyllum fujisanense Nakai,細葉蕗蕨,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",sporing,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3832,Polypodiaceae,Polypodium sp.,,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",sporing,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3833,Celastraceae,Euonymus carnosus Hemsl.,厚葉衛矛,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",fruiting,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3834,Compositae,Saussurea kiraisiensis Masam.,奇萊青木香,"南投縣 (Nantou county), 仁愛鄉 (Jenai township), 台14甲線32 k (at road sign 32 km of highway no. 14a)",flowering,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3835,Compositae,Artemisia sp.,,蝙蝠洞公園,flowering,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3836,Asparagaceae,Liriope graminifolia,細葉麥門冬,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3837,Begoniaceae,Begonia sp.,,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3838,Solanaceae,Tubocapsicum anomalum (Franch. & Sav.) Makino,龍珠,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",fruiting,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3839,Juglandaceae,Engelhardia roxburghiana Wall.,台灣黃杞,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",fruiting,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3840,Compositae,Eupatorium clematideum (Wall. ex DC.) Sch.Bip.,田代氏澤蘭,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3841,Euphorbiaceae,Acalypha matudai Hayata,恆春鐵莧,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3842,Xanthorrhoeaceae,Dianella ensifolia,桔梗蘭,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3843,Commelinaceae,Belosynapsis kawakamii (Hayata) C.I Peng & Y.J.Chen,川上氏鴨舌疝,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3844,Poaceae,Centotheca lappacea (L.) Desv.,假淡竹葉,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",flowering,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3845,Gesneriaceae,Paraboea swinhoii (Hance) B.L. Burtt,旋莢木,"屏東縣 (Pingtung county), 春日鄉 (Chunjih township), 大漢林道 (Tahan logging trail)",fruiting,,,,9 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 周涵 (H. Chou), 薛兆祥 (C. T. Hsueh)",,
3846,Compositae,Aster ageratoides,山白蘭,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",flowering,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3847,Betulaceae,Carpinus rankanense,蘭嵌千金榆,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",fruiting,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3848,Vitaceae,Vitis amurense,阿穆爾葡萄,"宜蘭縣 (Ilan county), 大同鄉 (Tatung township), 思源埡口 (Suyuanwukou)",fruiting,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3849,Asparagaceae,Liriope,,蝙蝠洞公園,flowering,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3850,Asparagaceae,Liriope,,龍洞,flowering,,,,2 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3851,Asparagaceae,Ophiopogon sp.,,鳶峰,,,,,3 Sep. 2015,"趙建棣 (C. T. Chao) accompanied with 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)",,
3852,Asparagaceae,Ophiopogon,,大雪山,,,,,13 Sep. 2015,趙建棣 (C. T. Chao) accompanied with 張雅程 (Y. C. Chang),,
3853,跳號,,,,,,,,,,,
3854,跳號,,,,,,,,,,,
3855,跳號,,,,,,,,,,,
3856,跳號,,,,,,,,,,,
3857,跳號,,,,,,,,,,,
3858,跳號,,,,,,,,,,,
3859,跳號,,,,,,,,,,,
3860,Dryopteridaceae,Dryopteris sp.,,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest track)",sporing,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3861,Dryopteridaceae,Dryopsis apiciflora,頂囊肋毛蕨,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest track)",sporing,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3862,Compositae,Paraprenanthes sororia (Miq.) C.Shih,假福王草,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest track)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3863,Compositae,Carpesium nepalense Less.,黃金珠,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest track)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3864,Polygonaceae,Reynoutria japonica Houtt.,虎杖,"台中市 (Taichung city), 和平區 (Hoping district), 820林道 (820 forest track)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3865,Ranunculaceae,Clematis parviloba subsp. bartlettii (Yamam.) T.Y.A.Yang & T.C.Huang,巴氏鐵線蓮,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 新白楊 (Hsinpaiyang), 路旁 (roadside)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3866,Polygonaceae,Polygonum sp.,,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 新白楊 (Hsinpaiyang), 路旁 (roadside)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3867,Leguminosae,Dumasia villosa subsp. bicolor (Hayata) H.Ohashi & Tateishi,台灣山黑扁豆,"花蓮縣 (Hualien county), 秀林鄉 (Hsiulin township), 新白楊 (Hsinpaiyang), 路旁 (roadside)",flowering,,,,9 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3868,Liliaceae,Tricyrtis formosana,台灣油點草,"花蓮縣 (Hualien county), 壽豐鄉 (Shoufeng township), 白鮑溪產業道路 (Paipaohsi industrail trail)",flowering,,,,10 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3869,Urticaceae,Boehmeria formosana,台灣苧麻,"花蓮縣 (Hualien county), 壽豐鄉 (Shoufeng township), 白鮑溪產業道路 (Paipaohsi industrail trail)",fruiting,,,,10 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
3870,Rubiaceae,Lasianthus appressihirtus var. maximus Simizu ex T.S. Liu & J.M. Chao,大葉密毛雞屎樹,"新北市 (New Taipei city), 坪林區 (Pinglin district), 台9線 (Highway no.9)",flowering,,,,11 Oct. 2015,"趙建棣 (C. T. Chao) accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 戴緯昱 (W. Y. Tai), 張之毅 (C. I Chang), 張雅程 (Y. C. Chang)",,
