採集人
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 呂碧鳳 (P. F. Lu), 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 何郁庭 (Y. T. He), 李子群 (T. C. Li)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 呂碧鳳 (P. F. Lu), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 呂碧鳳 (P. F. Lu), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 留嘉豪 (C. H. Liu), 何郁庭 (Y. T. He), 薛兆祥 (C. H. Hsue)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 張之毅 (C. I Chang)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 戴緯昱 (W. Y. Tai)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 李紹輔 (S. F. Li)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 張之毅 (C. I Chang)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 留嘉豪 (C. H. Liu), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 楊歷縣 (L. H. Yang), 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 葉茂生 (M. S. Yeh)"
"趙建棣 (C. T. Chao) accompanied with 王秋美 (C. M. Wang), 鄭元春 (Y. C. Cheng)"
"趙建棣 (C. T. Chao) accompanied with 羅敏心 (M. X. Luo), 呂欣蓓  (H. P. Lu)"
趙建棣 (C. T. Chao) accompanied with 葉怡君 (Y. C. Yeh)
趙建棣 (C. T. Chao) accompanied with 詹政佑 (Z. Y. Zhan)
"趙建棣 (C. T. Chao) accompanied with 詹政佑 (Z. Y. Zhan), 陳柏璋 (P. C. Chen), 徐頌剛 (S. K. Hsu)"
趙建棣 (C. T. Chao) accompanied with 趙東榆 (D. Y. Zhao)
"趙建棣 (C. T. Chao) accompanied with 趙東榆 (D. Y. Zhao), 陳柏璋 (P. C. Chen)"
"趙建棣 (C. T. Chao) accompanied with 趙東榆 (T. Y. Chao), 陳柏璋 (P. C. Chen), 鄭凱育 (K. Y. Cheng)"
趙建棣 (C. T. Chao) accompanied with 趙漢陽 (H. Y. Chao)
趙建棣 (C. T. Chao) accompanied with 連芳恕 (F. S. Lien)
"趙建棣 (C. T. Chao) accompanied with 連芳恕 (F. S. Lien), 趙漢陽 (H. Y. Chao)"
趙建棣 (C. T. Chao) accompanied with 郭礎嘉 (C. C. Kuo)
"趙建棣 (C. T. Chao) accompanied with 陳勁凱 (C. K. Chen), 張之毅 (C. I Chang), 留嘉豪 (C. H. Liu)"
"趙建棣 (C. T. Chao) accompanied with 陳勁凱 (C. K. Chen), 張晏禎 (Y. C. Chang)"
"趙建棣 (C. T. Chao) accompanied with 陳勁凱 (C. K. Chen), 黃敏惠 (M. H. Huang)"
"趙建棣 (C. T. Chao) accompanied with 陳勁凱 (C. K. Chen), 黃敏惠 (M. H. Huang), 何郁庭 (Y. T. He)"
趙建棣 (C. T. Chao) accompanied with 陳彥銘 (Y. M. Chen)
趙建棣 (C. T. Chao) accompanied with 陳怡雯 (I W. Chan)
趙建棣 (C. T. Chao) accompanied with 陳怡雯 (Y. W. Chen)
趙建棣 (C. T. Chao) accompanied with 陳柏璋 (P. C. Chen)
趙建棣 (C. T. Chao) accompanied with 陳柏豪 (P. H. Chen)
趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. I Chen)
"趙建棣 (C. T. Chao) accompanied with 陳欣一 (H. Y Chen), 張之毅 (C. I Chang), 曾勝華 (S. H. Tseng)"
"趙建棣 (C. T. Chao) accompanied with 陳欣一 (S. I Chen), 江佳穎 (J. Y. Jiang), 戴緯昱 (W. Y. Tai)"
"趙建棣 (C. T. Chao) accompanied with 陳欣一 (S. I Chen), 湯冠臻 (K. C. Tang)"
趙建棣 (C. T. Chao) accompanied with 陳靖濱 (C. P. Chen)
趙建棣 (C. T. Chao) accompanied with 馮棨輝 (C. H. Feng)
趙建棣 (C. T. Chao) accompanied with 黃國修 (K. H. Huang)
"趙建棣 (C. T. Chao) accompanied with 黃國修 (K. H. Huang), 倪立晏 (L. Y. Ni)"
趙建棣 (C. T. Chao) accompanied with 黃郁嵐 (Y. L. Huang)
"趙建棣 (C. T. Chao) accompanied with 黃郁嵐 (Y. L. Huang), 柯重亦 (C. I. Ko)"
"趙建棣 (C. T. Chao) accompanied 倪立晏 (L. Y. Ni), 黃郁嵐 (Y. L. Huang) "
趙建棣 (C. T. Chao) accompanied 劉世強 (S. C. Liu)
趙建棣 (C. T. Chao) accompanied 戴緯昱 (W. Y. Tai)
"趙建棣 (C. T. Chao) accompanied 洪裕榮 (Y. R. Hung), 林元千 (Y. C. Lin)"
"趙建棣 (C. T. Chao) accompanied 趙東榆 (T. Y. Chao), 戴錦淑 (J. S. Dai), 王正寧 (J. N. Wang), 鍾曉帆 (H. F. Chung)"
"趙建棣 (C. T. Chao) accompanied 趙東榆 (T. Y. Chao), 王正寧 (J. N. Wang), 鍾曉帆 (H. F. Chung)"
趙建棣 (C. T. Chao) accompnied with 鄭仲良 (C. L. Cheng)
"趙建棣 (C. T. Chao), accompanied with Tae Hun Kim (김 태 훈)"
"趙建棣 (C. T. Chao), accompanied with 倪立晏 (L. Y. Ni), 黃國修 (K. H. Huang)"
"趙建棣 (C. T. Chao), accompanied with 曾怡婷 (Y. T. Tseng), 熊寰義 (H. Y. Hsiung)"
"趙建棣 (C. T. Chao), accompanied with 李子群 (T. C. Li)"
"趙建棣 (C. T. Chao), accompanied with 林元千 (Y. C. Lin), 戴緯昱 (W. Y. Tai), 周涵 (H. Chou), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao), accompanied with 林元千 (Y. C. Lin), 葉茂生 (M. S. Yeh), 張之毅 (C. I Chang), 徐歷鵬 (L. P. Hsu)"
"趙建棣 (C. T. Chao), accompanied with 江佳穎 (C. Y Chiang), 張晏禎 (Y. C. Chang), 何郁庭 (Y. T. He)"
"趙建棣 (C. T. Chao), accompanied with 沈競辰 (C. C. Shen), 徐歷鵬 (L. P. Hsu), 林元千 (Y. C. Lin), 黃閎義 (H. Y. Huang)"
"趙建棣 (C. T. Chao), accompanied with 沈競辰 (C. C. Shen), 徐歷鵬 (L. P. Hsu), 林元千 (Y. C. Lin), 黃閎義 (H. Y. Huang), 松江大輔 (Matsue Daisuke)"
"趙建棣 (C. T. Chao), accompanied with 王秋美 (C. M. Wang), 戴緯昱 (W. Y. Tai), 蔡信邦 (S. B. Tsai)"
"趙建棣 (C. T. Chao), accompanied with 詹政佑 (Z. Y. Zhan)"
"趙建棣 (C. T. Chao), accompanied with 詹政佑 (Z. Y. Zhan), 陳柏璋 (P. C. Chen), 周韋廷 (W. T. Chou)"
"趙建棣 (C. T. Chao), accompanied with 趙東榆 (T. Y. Chao), 江佳穎 (J. Y. Jiang)"
趙建棣 (C.T. Chao)
"趙建棣 (C.T. Chao) accompanied with 吳佾鴻 (Y. H. Wu), 周涵 (H. Chou)"
"趙建棣 (C.T. Chao) accompanied with 吳佾鴻 (Y. H. Wu), 張之毅 (C. I Chang)"
趙建棣 (C.T. Chao) accompanied with 葉怡君 (Y. C. Yeh)
"趙建棣 （C. T. Chao), accompanied with 林元千 (Y. C. Lin), 徐歷鵬 (L. P. Hsu), 何郁庭 (Y. T. He)"
趙漢陽 (H. Y. Chao) 贈
連芳恕 (F. S. Lien) 贈
郭礎嘉 (C. C. Kuo) 贈
陳勁凱 (C. K. Chen) 贈
陳子玄 (T. H. Chen) 贈
陳柏豪 (P. H.Chen) 贈
陳玟璇 (W. H. Chen) 贈
陳觀斌 (K. P. Chen) 贈
馮啟輝 (C. H. Feng) 贈
馮棨輝 (C. H. Feng) 贈
黃俊曄 (J. Y. Huang) 贈
黃建益 (C. I Huang)
黃秉宏 (B. H. Huang) 贈
黃秉宏 (P. H. Huang) 贈
黃郁嵐 (Y. L. Huang) 贈
